X,Y,F
-3.4,-0.6,1.10730331181424
-3.4,-0.2,0.994169877716724
-3.4,0.2,0.994169877716724
-3.4,0.6,1.10730331181424
-3.4,1,1.49257243362727
-3.4,1.4,1.78602914215337
-3.4,1.8,1.90559776065204
-3.4,2.2,1.95163178119703
-3.4,2.6,1.97115805687129
-3.4,3,1.98037731167605
-3.4,3.4,1.98514486725453
-3.4,3.8,1.98779947378122
-3.4,4.2,1.98936904675039
-3.4,4.6,1.99034399952117
-3.4,5,1.99097498953781
-3,-5,1.98620743395932
-3,-4.6,1.98557644394269
-3,-4.2,1.9846014911719
-3,-3.8,1.98303191820274
-3,-3.4,1.98037731167605
-3,-3,1.97560975609756
-3,-2.6,1.9663905012928
-3,-2.2,1.94686422561854
-3,-1.8,1.90083020507355
-3,-1.4,1.78126158657489
-3,-1,1.48780487804878
-3,-0.6,1.10253575623575
-3,-0.2,0.989402322138237
-3,0.2,0.989402322138237
-3,0.6,1.10253575623575
-3,1,1.48780487804878
-3,1.4,1.78126158657489
-3,1.8,1.90083020507355
-3,2.2,1.94686422561854
-3,2.6,1.9663905012928
-3,3,1.97560975609756
-3,3.4,1.98037731167605
-3,3.8,1.98303191820274
-3,4.2,1.9846014911719
-3,4.6,1.98557644394269
-3,5,1.98620743395932
-2.6,-5,1.97698817915456
-2.6,-4.6,1.97635718913793
-2.6,-4.2,1.97538223636714
-2.6,-3.8,1.97381266339798
-2.6,-3.4,1.97115805687129
-2.6,-3,1.9663905012928
-2.6,-2.6,1.95717124648804
-2.6,-2.2,1.93764497081378
-2.6,-1.8,1.89161095026879
-2.6,-1.4,1.77204233177013
-2.6,-1,1.47858562324402
-2.6,-0.6,1.09331650143099
-2.6,-0.2,0.980183067333478
-2.6,0.2,0.980183067333478
-2.6,0.6,1.09331650143099
-2.6,1,1.47858562324402
-2.6,1.4,1.77204233177013
-2.6,1.8,1.89161095026879
-2.6,2.2,1.93764497081378
-2.6,2.6,1.95717124648804
-2.6,3,1.9663905012928
-2.6,3.4,1.97115805687129
-2.6,3.8,1.97381266339798
-2.6,4.2,1.97538223636714
-2.6,4.6,1.97635718913793
-2.6,5,1.97698817915456
-2.2,-5,1.95746190348031
-2.2,-4.6,1.95683091346367
-2.2,-4.2,1.95585596069289
-2.2,-3.8,1.95428638772372
-2.2,-3.4,1.95163178119703
-2.2,-3,1.94686422561854
-2.2,-2.6,1.93764497081378
-2.2,-2.2,1.91811869513953
-2.2,-1.8,1.87208467459453
-2.2,-1.4,1.75251605609587
-2.2,-1,1.45905934756976
-2.2,-0.6,1.07379022575673
-2.2,-0.2,0.96065679165922
-2.2,0.2,0.96065679165922
-2.2,0.6,1.07379022575673
-2.2,1,1.45905934756976
-2.2,1.4,1.75251605609587
-2.2,1.8,1.87208467459453
-2.2,2.2,1.91811869513953
-2.2,2.6,1.93764497081378
-2.2,3,1.94686422561854
-2.2,3.4,1.95163178119703
-2.2,3.8,1.95428638772372
-2.2,4.2,1.95585596069289
-2.2,4.6,1.95683091346367
-2.2,5,1.95746190348031
-1.8,-5,1.91142788293531
-1.8,-4.6,1.91079689291868
-1.8,-4.2,1.90982194014789
-1.8,-3.8,1.90825236717873
-1.8,-3.4,1.90559776065204
-1.8,-3,1.90083020507355
-1.8,-2.6,1.89161095026879
-1.8,-2.2,1.87208467459453
-1.8,-1.8,1.82605065404954
-1.8,-1.4,1.70648203555088
-1.8,-1,1.41302532702477
-1.8,-0.6,1.02775620521174
-1.8,-0.2,0.914622771114227
-1.8,0.2,0.914622771114227
-1.8,0.6,1.02775620521174
-1.8,1,1.41302532702477
-1.8,1.4,1.70648203555088
-1.8,1.8,1.82605065404954
-1.8,2.2,1.87208467459453
-1.8,2.6,1.89161095026879
-1.8,3,1.90083020507355
-1.8,3.4,1.90559776065204
-1.8,3.8,1.90825236717873
-1.8,4.2,1.90982194014789
-1.8,4.6,1.91079689291868
-1.8,5,1.91142788293531
-1.4,-5,1.79185926443665
-1.4,-4.6,1.79122827442001
-1.4,-4.2,1.79025332164923
-1.4,-3.8,1.78868374868006
-1.4,-3.4,1.78602914215337
-1.4,-3,1.78126158657489
-1.4,-2.6,1.77204233177013
-1.4,-2.2,1.75251605609587
-1.4,-1.8,1.70648203555088
-1.4,-1.4,1.58691341705221
-1.4,-1,1.29345670852611
-1.4,-0.6,0.908187586713076
-1.4,-0.2,0.795054152615564
-1.4,0.2,0.795054152615564
-1.4,0.6,0.908187586713076
-1.4,1,1.29345670852611
-1.4,1.4,1.58691341705221
-1.4,1.8,1.70648203555088
-1.4,2.2,1.75251605609587
-1.4,2.6,1.77204233177013
-1.4,3,1.78126158657489
-1.4,3.4,1.78602914215337
-1.4,3.8,1.78868374868006
-1.4,4.2,1.79025332164923
-1.4,4.6,1.79122827442001
-1.4,5,1.79185926443665
-1,-5,1.49840255591054
-1,-4.6,1.49777156589391
-1,-4.2,1.49679661312312
-1,-3.8,1.49522704015396
-1,-3.4,1.49257243362727
-1,-3,1.48780487804878
-1,-2.6,1.47858562324402
-1,-2.2,1.45905934756976
-1,-1.8,1.41302532702477
-1,-1.4,1.29345670852611
-1,-1,1
-1,-0.6,0.614730878186969
-1,-0.2,0.501597444089457
-1,0.2,0.501597444089457
-1,0.6,0.614730878186969
-1,1,1
-1,1.4,1.29345670852611
-1,1.8,1.41302532702477
-1,2.2,1.45905934756976
-1,2.6,1.47858562324402
-1,3,1.48780487804878
-1,3.4,1.49257243362727
-1,3.8,1.49522704015396
-1,4.2,1.49679661312312
-1,4.6,1.49777156589391
-1,5,1.49840255591054
-0.6,-5,1.11313343409751
-0.6,-4.6,1.11250244408087
-0.6,-4.2,1.11152749131009
-0.6,-3.8,1.10995791834093
-0.6,-3.4,1.10730331181424
-0.6,-3,1.10253575623575
-0.6,-2.6,1.09331650143099
-0.6,-2.2,1.07379022575673
-0.6,-1.8,1.02775620521174
-0.6,-1.4,0.908187586713076
-0.6,-1,0.614730878186969
-0.6,-0.6,0.229461756373938
-0.6,-0.2,0.116328322276426
-0.6,0.2,0.116328322276426
-0.6,0.6,0.229461756373938
-0.6,1,0.614730878186969
-0.6,1.4,0.908187586713076
-0.6,1.8,1.02775620521174
-0.6,2.2,1.07379022575673
-0.6,2.6,1.09331650143099
-0.6,3,1.10253575623575
-0.6,3.4,1.10730331181424
-0.6,3.8,1.10995791834093
-0.6,4.2,1.11152749131009
-0.6,4.6,1.11250244408087
-0.6,5,1.11313343409751
-0.2,-5,1
-0.2,-4.6,0.999369009983362
-0.2,-4.2,0.99839405721258
-0.2,-3.8,0.996824484243414
-0.2,-3.4,0.994169877716724
-0.2,-3,0.989402322138237
-0.2,-2.6,0.980183067333478
-0.2,-2.2,0.96065679165922
-0.2,-1.8,0.914622771114227
-0.2,-1.4,0.795054152615564
-0.2,-1,0.501597444089457
-0.2,-0.6,0.116328322276426
-0.2,-0.2,0.00319488817891374
-0.2,0.2,0.00319488817891374
-0.2,0.6,0.116328322276426
-0.2,1,0.501597444089457
-0.2,1.4,0.795054152615564
-0.2,1.8,0.914622771114227
-0.2,2.2,0.96065679165922
-0.2,2.6,0.980183067333478
-0.2,3,0.989402322138237
-0.2,3.4,0.994169877716724
-0.2,3.8,0.996824484243414
-0.2,4.2,0.99839405721258
-0.2,4.6,0.999369009983362
-0.2,5,1
0.2,-5,1
0.2,-4.6,0.999369009983362
0.2,-4.2,0.99839405721258
0.2,-3.8,0.996824484243414
0.2,-3.4,0.994169877716724
0.2,-3,0.989402322138237
0.2,-2.6,0.980183067333478
0.2,-2.2,0.96065679165922
0.2,-1.8,0.914622771114227
0.2,-1.4,0.795054152615564
0.2,-1,0.501597444089457
0.2,-0.6,0.116328322276426
0.2,-0.2,0.00319488817891374
0.2,0.2,0.00319488817891374
0.2,0.6,0.116328322276426
0.2,1,0.501597444089457
0.2,1.4,0.795054152615564
0.2,1.8,0.914622771114227
0.2,2.2,0.96065679165922
0.2,2.6,0.980183067333478
0.2,3,0.989402322138237
0.2,3.4,0.994169877716724
0.2,3.8,0.996824484243414
0.2,4.2,0.99839405721258
0.2,4.6,0.999369009983362
0.2,5,1
0.6,-5,1.11313343409751
0.6,-4.6,1.11250244408087
0.6,-4.2,1.11152749131009
0.6,-3.8,1.10995791834093
0.6,-3.4,1.10730331181424
0.6,-3,1.10253575623575
0.6,-2.6,1.09331650143099
0.6,-2.2,1.07379022575673
0.6,-1.8,1.02775620521174
0.6,-1.4,0.908187586713076
0.6,-1,0.614730878186969
0.6,-0.6,0.229461756373938
0.6,-0.2,0.116328322276426
0.6,0.2,0.116328322276426
0.6,0.6,0.229461756373938
0.6,1,0.614730878186969
0.6,1.4,0.908187586713076
0.6,1.8,1.02775620521174
0.6,2.2,1.07379022575673
0.6,2.6,1.09331650143099
0.6,3,1.10253575623575
0.6,3.4,1.10730331181424
0.6,3.8,1.10995791834093
0.6,4.2,1.11152749131009
0.6,4.6,1.11250244408087
0.6,5,1.11313343409751
1,-5,1.49840255591054
1,-4.6,1.49777156589391
1,-4.2,1.49679661312312
1,-3.8,1.49522704015396
1,-3.4,1.49257243362727
1,-3,1.48780487804878
1,-2.6,1.47858562324402
1,-2.2,1.45905934756976
1,-1.8,1.41302532702477
1,-1.4,1.29345670852611
1,-1,1
1,-0.6,0.614730878186969
1,-0.2,0.501597444089457
1,0.2,0.501597444089457
1,0.6,0.614730878186969
1,1,1
1,1.4,1.29345670852611
1,1.8,1.41302532702477
1,2.2,1.45905934756976
1,2.6,1.47858562324402
1,3,1.48780487804878
1,3.4,1.49257243362727
1,3.8,1.49522704015396
1,4.2,1.49679661312312
1,4.6,1.49777156589391
1,5,1.49840255591054
1.4,-5,1.79185926443665
1.4,-4.6,1.79122827442001
1.4,-4.2,1.79025332164923
1.4,-3.8,1.78868374868006
1.4,-3.4,1.78602914215337
1.4,-3,1.78126158657489
1.4,-2.6,1.77204233177013
1.4,-2.2,1.75251605609587
1.4,-1.8,1.70648203555088
1.4,-1.4,1.58691341705221
1.4,-1,1.29345670852611
1.4,-0.6,0.908187586713076
1.4,-0.2,0.795054152615564
1.4,0.2,0.795054152615564
1.4,0.6,0.908187586713076
1.4,1,1.29345670852611
1.4,1.4,1.58691341705221
1.4,1.8,1.70648203555088
1.4,2.2,1.75251605609587
1.4,2.6,1.77204233177013
1.4,3,1.78126158657489
1.4,3.4,1.78602914215337
1.4,3.8,1.78868374868006
1.4,4.2,1.79025332164923
1.4,4.6,1.79122827442001
1.4,5,1.79185926443665
1.8,-5,1.91142788293531
1.8,-4.6,1.91079689291868
1.8,-4.2,1.90982194014789
1.8,-3.8,1.90825236717873
1.8,-3.4,1.90559776065204
1.8,-3,1.90083020507355
1.8,-2.6,1.89161095026879
1.8,-2.2,1.87208467459453
1.8,-1.8,1.82605065404954
1.8,-1.4,1.70648203555088
1.8,-1,1.41302532702477
1.8,-0.6,1.02775620521174
1.8,-0.2,0.914622771114227
1.8,0.2,0.914622771114227
1.8,0.6,1.02775620521174
1.8,1,1.41302532702477
1.8,1.4,1.70648203555088
1.8,1.8,1.82605065404954
1.8,2.2,1.87208467459453
1.8,2.6,1.89161095026879
1.8,3,1.90083020507355
1.8,3.4,1.90559776065204
1.8,3.8,1.90825236717873
1.8,4.2,1.90982194014789
1.8,4.6,1.91079689291868
1.8,5,1.91142788293531
2.2,-5,1.95746190348031
2.2,-4.6,1.95683091346367
2.2,-4.2,1.95585596069289
2.2,-3.8,1.95428638772372
2.2,-3.4,1.95163178119703
2.2,-3,1.94686422561854
2.2,-2.6,1.93764497081378
2.2,-2.2,1.91811869513953
2.2,-1.8,1.87208467459453
2.2,-1.4,1.75251605609587
2.2,-1,1.45905934756976
2.2,-0.6,1.07379022575673
2.2,-0.2,0.96065679165922
2.2,0.2,0.96065679165922
2.2,0.6,1.07379022575673
2.2,1,1.45905934756976
2.2,1.4,1.75251605609587
2.2,1.8,1.87208467459453
2.2,2.2,1.91811869513953
2.2,2.6,1.93764497081378
2.2,3,1.94686422561854
2.2,3.4,1.95163178119703
2.2,3.8,1.95428638772372
2.2,4.2,1.95585596069289
2.2,4.6,1.95683091346367
2.2,5,1.95746190348031
2.6,-5,1.97698817915456
2.6,-4.6,1.97635718913793
2.6,-4.2,1.97538223636714
2.6,-3.8,1.97381266339798
2.6,-3.4,1.97115805687129
2.6,-3,1.9663905012928
2.6,-2.6,1.95717124648804
2.6,-2.2,1.93764497081378
2.6,-1.8,1.89161095026879
2.6,-1.4,1.77204233177013
2.6,-1,1.47858562324402
2.6,-0.6,1.09331650143099
2.6,-0.2,0.980183067333478
2.6,0.2,0.980183067333478
2.6,0.6,1.09331650143099
2.6,1,1.47858562324402
2.6,1.4,1.77204233177013
2.6,1.8,1.89161095026879
2.6,2.2,1.93764497081378
2.6,2.6,1.95717124648804
2.6,3,1.9663905012928
2.6,3.4,1.97115805687129
2.6,3.8,1.97381266339798
2.6,4.2,1.97538223636714
2.6,4.6,1.97635718913793
2.6,5,1.97698817915456
3,-5,1.98620743395932
3,-4.6,1.98557644394269
3,-4.2,1.9846014911719
3,-3.8,1.98303191820274
3,-3.4,1.98037731167605
3,-3,1.97560975609756
3,-2.6,1.9663905012928
3,-2.2,1.94686422561854
3,-1.8,1.90083020507355
3,-1.4,1.78126158657489
3,-1,1.48780487804878
3,-0.6,1.10253575623575
3,-0.2,0.989402322138237
3,0.2,0.989402322138237
3,0.6,1.10253575623575
3,1,1.48780487804878
3,1.4,1.78126158657489
3,1.8,1.90083020507355
3,2.2,1.94686422561854
3,2.6,1.9663905012928
3,3,1.97560975609756
3,3.4,1.98037731167605
3,3.8,1.98303191820274
3,4.2,1.9846014911719
3,4.6,1.98557644394269
3,5,1.98620743395932
3.4,-5,1.99097498953781
3.4,-4.6,1.99034399952117
3.4,-4.2,1.98936904675039
3.4,-3.8,1.98779947378122
3.4,-3.4,1.98514486725453
3.4,-3,1.98037731167605
3.4,-2.6,1.97115805687129
3.4,-2.2,1.95163178119703
3.4,-1.8,1.90559776065204
3.4,-1.4,1.78602914215337
3.4,-1,1.49257243362727
3.4,-0.6,1.10730331181424
3.4,-0.2,0.994169877716724
3.4,0.2,0.994169877716724
3.4,0.6,1.10730331181424
3.4,1,1.49257243362727
3.4,1.4,1.78602914215337
3.4,1.8,1.90559776065204
3.4,2.2,1.95163178119703
3.4,2.6,1.97115805687129
3.4,3,1.98037731167605
3.4,3.4,1.98514486725453
3.4,3.8,1.98779947378122
3.4,4.2,1.98936904675039
3.4,4.6,1.99034399952117
3.4,5,1.99097498953781
3.8,-5,1.9936295960645
3.8,-4.6,1.99299860604786
3.8,-4.2,1.99202365327708
3.8,-3.8,1.99045408030791
3.8,-3.4,1.98779947378122
3.8,-3,1.98303191820274
3.8,-2.6,1.97381266339798
3.8,-2.2,1.95428638772372
3.8,-1.8,1.90825236717873
3.8,-1.4,1.78868374868006
3.8,-1,1.49522704015396
3.8,-0.6,1.10995791834093
3.8,-0.2,0.996824484243414
3.8,0.2,0.996824484243414
3.8,0.6,1.10995791834093
3.8,1,1.49522704015396
3.8,1.4,1.78868374868006
3.8,1.8,1.90825236717873
3.8,2.2,1.95428638772372
3.8,2.6,1.97381266339798
3.8,3,1.98303191820274
3.8,3.4,1.98779947378122
3.8,3.8,1.99045408030791
3.8,4.2,1.99202365327708
3.8,4.6,1.99299860604786
3.8,5,1.9936295960645
4.2,-5,1.99519916903367
4.2,-4.6,1.99456817901703
4.2,-4.2,1.99359322624625
4.2,-3.8,1.99202365327708
4.2,-3.4,1.98936904675039
4.2,-3,1.9846014911719
4.2,-2.6,1.97538223636714
4.2,-2.2,1.95585596069289
4.2,-1.8,1.90982194014789
4.2,-1.4,1.79025332164923
4.2,-1,1.49679661312312
4.2,-0.6,1.11152749131009
4.2,-0.2,0.99839405721258
4.2,0.2,0.99839405721258
4.2,0.6,1.11152749131009
4.2,1,1.49679661312312
4.2,1.4,1.79025332164923
4.2,1.8,1.90982194014789
4.2,2.2,1.95585596069289
4.2,2.6,1.97538223636714
4.2,3,1.9846014911719
4.2,3.4,1.98936904675039
4.2,3.8,1.99202365327708
4.2,4.2,1.99359322624625
4.2,4.6,1.99456817901703
4.2,5,1.99519916903367
4.6,-5,1.99617412180445
4.6,-4.6,1.99554313178781
4.6,-4.2,1.99456817901703
4.6,-3.8,1.99299860604786
4.6,-3.4,1.99034399952117
4.6,-3,1.98557644394269
4.6,-2.6,1.97635718913793
4.6,-2.2,1.95683091346367
4.6,-1.8,1.91079689291868
4.6,-1.4,1.79122827442001
4.6,-1,1.49777156589391
4.6,-0.6,1.11250244408087
4.6,-0.2,0.999369009983362
4.6,0.2,0.999369009983362
4.6,0.6,1.11250244408087
4.6,1,1.49777156589391
4.6,1.4,1.79122827442001
4.6,1.8,1.91079689291868
4.6,2.2,1.95683091346367
4.6,2.6,1.97635718913793
4.6,3,1.98557644394269
4.6,3.4,1.99034399952117
4.6,3.8,1.99299860604786
4.6,4.2,1.99456817901703
4.6,4.6,1.99554313178781
4.6,5,1.99617412180445
5,-5,1.99680511182109
5,-4.6,1.99617412180445
5,-4.2,1.99519916903367
5,-3.8,1.9936295960645
5,-3.4,1.99097498953781
5,-3,1.98620743395932
5,-2.6,1.97698817915456
5,-2.2,1.95746190348031
5,-1.8,1.91142788293531
5,-1.4,1.79185926443665
5,-1,1.49840255591054
5,-0.6,1.11313343409751
5,-0.2,1
5,0.2,1
5,0.6,1.11313343409751
5,1,1.49840255591054
5,1.4,1.79185926443665
5,1.8,1.91142788293531
5,2.2,1.95746190348031
5,2.6,1.97698817915456
5,3,1.98620743395932
5,3.4,1.99097498953781
5,3.8,1.9936295960645
5,4.2,1.99519916903367
5,4.6,1.99617412180445
5,5,1.99680511182109
1.8491877701248,-3.33314500710302,1.91317938238278
-3.68877539147827,1.42274708869465,1.79845050037651
-4.65379583874107,0.51297355571598,1.06263207851525
-1.95824784155894,2.8178865108215,1.92071429171536
-1.71336264738658,2.41335649681589,1.86739132499851
4.88110472212571,-0.251990343735551,1.002257363214
-4.22509788284663,4.79376131896716,1.99498176883894
1.79151370813873,-3.43231357131906,1.90435871339099
3.89679335497711,3.29955013662101,1.9873156364083
2.23064815095408,2.87420037153042,1.9467362967718
-4.00932670315013,4.38278136294866,1.99344201927735
-1.79162813974349,3.43258350352584,1.90438155219245
1.29403587111599,2.37174071776023,1.70648701608588
3.06179237041198,3.42408610703984,1.98152694193037
-2.9674002127646,1.87662031195979,1.91265350242388
-0.410518274970939,1.0069723161885,0.534564108309586
3.13596142878196,1.20881249574218,1.6708055829461
-4.33593792126885,-4.63061816050453,1.99500855092166
-1.16189862279266,4.27395897667714,1.64271902415954
4.79008442484543,-1.94019721749709,1.93218651189892
-4.19056212277863,-2.49047361954359,1.97143237097189
4.8172158444806,4.36932241995105,1.99541018970168
0.721206750190166,-2.00764318625621,1.15495153214453
-0.84734980851583,1.55950098218385,1.19554665888428
2.34318926868569,-4.21546899462479,1.9647363605816
3.12946668316831,-3.217459609317,1.98043641108377
4.62105296310528,2.0331963261201,1.94252966916094
4.15664782262329,-0.550770688697409,1.0809273632665
2.00528267002787,2.86362638647287,1.92710501189437
0.365673421268741,4.55641647091983,1.01525143466421
-3.91599819271732,-3.49836929433475,1.98913359947393
2.22744955616711,-1.09043352913354,1.54668350240613
1.44007721367294,3.34308087787197,1.80340471248567
3.05584186409969,-4.74354485276703,1.98669111118447
3.32154690248928,1.6011488406456,1.85979358137216
-2.41767858793439,-1.18133684531351,1.63230193065494
-4.56874365209805,-3.8429083649169,1.99314580772728
-4.24932516395331,1.17891328786009,1.65583698355509
0.238940828768291,3.62765836497481,0.997507903376783
-4.0388224597645,1.97703496948281,1.93482204531641
-2.44009634885939,-1.59976742616849,1.84011186486648
4.33286097816491,2.21810185052876,1.9574979166484
0.312325923077838,0.859052428477223,0.362009560826537
-2.23532742989141,2.60320943025947,1.94017821853139
-2.34771357787487,2.95833205291031,1.95524424667953
4.49433831951915,-2.81667821756952,1.98191615325385
0.0925330107781424,-1.97432439005336,0.938322298919186
4.39901091144397,1.72202924655798,1.89522821764576
0.125935344287646,2.28333394911218,0.964767535721751
-4.98178855515592,1.61918374398239,1.87137247383453
-0.576625784294825,-2.01521367230807,1.04238126283606
-0.804608807853564,-2.04729292705825,1.24148193688022
-3.64414589913658,-1.81432559080755,1.90987208600784
0.965232191599261,-1.13034467122758,1.08480010306653
-4.95573209131968,-0.947512014756796,1.44463714537488
-1.35564627041008,1.02397895558364,1.29523337310499
3.23194082552379,1.50660849327841,1.82837726502409
4.05442642724477,-2.34354043783237,1.96422471354345
4.61197660528402,3.13455512005243,1.98754228315485
4.62115085907773,4.99436442041638,1.99620734102376
2.57856433223434,3.31259139541364,1.96964418389886
-0.0877744716330833,1.03491709242457,0.534326869380678
-4.85205259403494,2.4442359240363,1.97094519491914
1.11319759537307,1.01171386568149,1.11726572540513
-2.12401195595134,-3.49032917024808,1.94647515499506
-3.04474438960774,-1.88404726723303,1.91496808409096
-0.107515038714631,-1.04861849826961,0.547465040737171
-3.95587090378531,3.07054726129178,1.98480866788157
-1.7269897849129,2.73628405941098,1.88141585924745
-4.4462332826681,1.72056331921382,1.89502654356225
0.333554089379859,4.6594087080237,1.01010989155091
-2.32170862549024,3.78187875467862,1.9618637534033
-1.53399784037238,-2.40591102684986,1.81805118144949
-2.51411080535364,1.93384139727192,1.90885072352225
4.69636330373966,-0.264422287061909,1.00281345174778
-2.50135404698117,-3.79621743196533,1.97029974044605
1.93702835052671,-4.05155149499223,1.92998114743559
0.711883300848278,1.46499559200951,1.02597039753433
2.28924912337429,-4.81654391154101,1.96301395553171
-2.62064411947984,0.706368425326973,1.17857081984424
-2.75753856817203,2.04842135707112,1.92925512591089
-1.24394556885677,-4.11500098628807,1.70192591074759
-4.52073791285994,0.0345615309277925,0.997612932960588
-0.229858005240061,2.21729810750515,0.9630556279719
-4.9019461427587,0.342699113614554,1.01187621322294
-1.26628132450075,1.29462065088903,1.45744718730001
-0.435773177406698,-2.91639446465215,1.02117127067118
3.84786054232341,0.915792222580825,1.40838975722045
4.56254243607692,-3.11059029961717,1.98712912318343
-4.92943312272649,1.97516452217828,1.93665677133196
2.08209347610411,-2.51056225679595,1.92492378131747
-1.34495644977897,-3.54693504482204,1.75964725095786
2.55356501032448,4.01675727428327,1.97319499903579
2.00676827621804,3.43570084507477,1.93479440110107
-0.648216289851865,-2.55422529707528,1.12710588345703
2.48693481494834,0.524688864947457,1.04497366059097
0.257126659913251,2.90010911130815,0.990412584782252
2.88916590807242,2.34626018613257,1.95390667825567
0.939352113273775,-0.962037343057347,0.899134718055927
-0.457620330959935,1.17290271124172,0.696297331097645
-1.47884457290146,1.45478960975418,1.64456770441017
-3.74384649999995,1.03681051080041,1.53102199106072
3.50704315782223,-4.81407437469207,1.99157448538433
4.15023944088031,1.85769130169826,1.91917849639685
0.686770397165503,4.77461297991094,1.18005489079587
4.50207165197983,-2.86025600458036,1.98285066720349
-4.20154747068918,-3.68013208002786,1.99137899550934
-4.75353239098413,4.76973414648551,1.99611693433793
-3.07118315437603,3.40691473297936,1.98151676730898
2.69101578688506,3.50763378630104,1.97472480837688
-1.64389010440649,2.16733910077422,1.83620372569742
-3.36519262482533,1.02482653828916,1.51676646581797
-3.86703552651849,4.41710248808775,1.99292800022506
2.79343350040573,-0.415779022829556,1.01286018149629
2.7624817257194,-3.87855016134646,1.97871906605783
-3.69202090629656,-1.06973280340194,1.56165025847694
-2.67239261830048,-4.58939130408442,1.97852150783593
3.92931412880526,1.49442167871036,1.82881101679606
3.89438322952352,-4.14058049887898,1.99228063556161
-3.83035917506329,0.982033304400284,1.47725376508129
0.908834022914253,0.156958167244904,0.406161683044625
2.91866414433314,-3.26879087096751,1.97772398090251
2.21212785858943,-2.80991266896248,1.94412646379681
-3.16002951426432,2.47668837836866,1.96418163681178
1.01499454025528,-3.79356973543613,1.51007359143993
4.26631234103495,2.46661010372141,1.97068662177087
-1.3255526559254,-4.99314763117422,1.75373736763621
