X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
-1,-1,1,0,-1,1,-1,0,1,1,-7.21080929402413
1,1,-1,-1,1,0,0,-1,0,1,3.54525066632022
-1,1,1,1,-1,1,1,1,1,1,-2.02341584262518
1,1,1,1,0,-1,1,0,0,1,6.27683879302617
-1,-1,-1,0,-1,0,0,0,1,0,-4.15245134352469
1,-1,1,-1,1,1,-1,0,-1,1,0.0557117900377264
-1,-1,1,-1,0,1,1,0,-1,0,1.02753859373104
1,1,-1,0,-1,-1,-1,1,-1,1,5.54274775641837
-1,1,-1,1,0,-1,-1,0,1,0,-7.02398048199417
1,-1,1,1,0,1,-1,1,-1,1,1.6219690324331
-1,-1,1,0,-1,-1,0,0,-1,0,-8.25717640141113
-1,-1,-1,1,-1,1,1,-1,-1,1,-3.76000504931797
-1,-1,0,-1,1,0,1,1,1,0,4.49068010995086
1,0,1,-1,1,-1,-1,0,-1,-1,5.51789572594825
-1,1,-1,1,-1,-1,-1,1,-1,0,-8.38720636457217
1,-1,0,1,0,1,0,1,1,1,1.13194880915818
1,-1,1,-1,0,1,1,-1,1,-1,1.1103748691924
-1,-1,-1,1,0,1,1,-1,-1,0,-0.156841897576078
-1,1,0,0,1,0,-1,-1,0,1,-1.55909309427405
1,1,0,1,-1,0,0,1,0,-1,8.349796823668
-1,0,0,-1,-1,0,1,-1,1,0,-7.40625038740922
-1,0,-1,0,0,0,0,-1,0,0,-1.9860439054732
-1,0,1,1,-1,-1,0,1,-1,-1,-7.63111805332552
1,-1,1,0,1,0,0,1,-1,-1,0.433738000159284
-1,-1,0,1,0,1,0,1,0,0,-2.36019356076153
1,-1,1,0,0,1,1,1,1,-1,3.34752228139726
1,-1,1,1,1,0,0,0,0,1,0.568267033710824
1,0,1,1,-1,1,0,0,1,0,7.10479510781189
-1,0,0,-1,-1,0,-1,0,-1,1,-5.75812859225251
-1,-1,0,1,1,-1,1,-1,1,1,-2.71057961307109
1,0,1,0,1,-1,-1,0,1,0,1.40049438230264
-1,0,-1,1,1,0,-1,0,1,0,-1.58330342204476
-1,1,0,0,1,0,1,-1,-1,1,-0.387784376692996
1,0,1,-1,0,1,0,0,1,1,5.46840866596773
-1,1,1,1,-1,1,-1,0,0,-1,-5.60687917124964
1,-1,0,-1,0,1,-1,1,1,1,-1.35868802852955
-1,1,-1,-1,-1,-1,1,1,-1,-1,-4.53609926842533
-1,-1,0,1,-1,-1,1,1,-1,1,-5.3167113284707
1,1,0,1,-1,0,-1,1,0,0,8.01230951262658
-1,-1,1,1,1,1,0,-1,-1,1,1.67238986376236
-1,1,1,1,1,0,0,0,1,0,0.161837428786364
1,0,-1,-1,0,1,-1,-1,-1,-1,2.18798335316152
-1,-1,-1,1,1,1,1,1,0,1,5.43892887911412
1,0,-1,-1,1,0,-1,1,-1,1,1.41275853073065
1,-1,-1,1,1,-1,0,-1,1,0,-0.085205727529622
-1,1,1,0,-1,0,0,1,1,1,-6.41242005271256
-1,0,0,0,1,0,0,-1,-1,1,-1.8801396571308
1,1,0,-1,1,1,-1,1,0,-1,5.57741365272484
1,0,-1,1,-1,-1,0,1,-1,1,3.95798343081281
-1,-1,1,0,-1,-1,0,1,0,-1,-7.88045594971385
1,-1,0,1,0,1,1,-1,0,-1,0.644456231369105
-1,0,-1,0,0,1,0,1,1,0,-0.136769587056741
-1,-1,1,0,0,-1,0,1,-1,0,-4.46532909374227
1,0,0,0,-1,1,0,1,0,-1,1.39267789870341
1,1,0,1,-1,1,0,-1,0,0,9.92621410178534
-1,1,1,-1,0,0,-1,1,1,0,-3.9242986248097
1,-1,0,-1,-1,1,0,0,0,1,-0.294351706829121
-1,1,0,-1,1,-1,1,1,-1,1,-1.49967632455108
1,0,1,-1,-1,1,1,-1,1,1,4.8619792331493
1,-1,-1,1,1,1,-1,1,0,0,-2.23599441042557
-1,1,1,1,1,0,0,-1,1,-1,-0.587867725541397
-1,-1,0,0,0,-1,1,-1,-1,1,-3.30697506728937
1,-1,1,0,0,0,-1,-1,1,1,4.59309350569212
1,-1,1,1,-1,1,0,0,0,1,2.03920464862597
-1,1,-1,1,0,-1,0,0,-1,1,-7.45893764938029
-1,0,-1,0,-1,0,-1,0,1,0,-4.30707772392361
1,0,0,0,1,1,0,0,1,1,2.69009814541013
1,-1,0,-1,0,0,0,-1,0,-1,0.56553359122598
1,-1,-1,1,1,0,1,-1,1,-1,-1.04761840759574
1,0,0,0,-1,-1,1,1,1,1,4.5425329565123
-1,0,-1,1,0,-1,-1,1,-1,-1,-6.05645359393459
-1,-1,0,0,1,0,-1,1,1,-1,-1.03646044264702
-1,1,0,-1,1,-1,0,1,-1,1,-1.76605870054435
-1,0,1,0,-1,0,1,0,-1,-1,-6.81409047778494
1,1,1,-1,1,-1,-1,0,-1,0,4.37424145316501
-1,-1,1,1,0,-1,0,0,-1,1,-5.40092850446124
1,1,0,-1,-1,1,-1,0,-1,1,3.42617717879801
-1,-1,0,-1,0,0,0,-1,1,-1,-4.85277818625883
-1,1,-1,-1,-1,1,0,1,-1,1,-3.80485081558278
-1,0,0,1,-1,1,-1,0,0,1,-4.13266633417224
1,0,-1,0,-1,-1,0,0,1,0,2.42671437693534
-1,0,-1,-1,-1,0,1,-1,-1,0,-2.76446590816308
1,1,1,-1,-1,-1,-1,-1,1,0,7.69242070123832
1,1,0,1,-1,0,-1,1,1,1,4.54687280642548
1,-1,0,-1,-1,-1,-1,0,-1,1,-0.93519868950555
-1,0,0,0,0,1,1,1,1,-1,-2.73505463137308
1,1,1,-1,0,-1,-1,0,-1,0,6.43957524334039
1,1,0,1,0,0,0,0,1,0,6.05869691567581
1,-1,-1,0,-1,-1,-1,1,0,0,-2.05440661367883
1,-1,1,1,1,0,0,1,1,1,2.29251675623308
1,-1,1,1,0,0,1,0,0,0,-1.03400677125436
1,-1,0,1,0,1,-1,-1,-1,1,1.45308359606177
1,1,-1,-1,1,0,-1,0,0,1,4.21963004286266
-1,1,-1,0,1,1,-1,1,-1,1,1.41152841574174
-1,0,-1,1,1,1,1,-1,1,1,4.94071110698753
1,1,-1,-1,-1,0,0,1,-1,0,3.43511372605294
-1,0,0,0,0,1,0,1,-1,-1,1.00817662314881
1,0,1,1,-1,0,1,1,0,-1,6.26514400451265
1,0,1,1,-1,-1,1,-1,-1,0,6.05107345992826
1,0,1,1,1,1,0,0,1,0,5.78910226483212
1,1,1,1,0,-1,1,0,0,-1,7.58346548055559
-1,1,-1,0,1,0,1,-1,1,-1,3.24767891751679
-1,-1,-1,0,0,-1,1,0,1,1,-4.05044137826019
1,1,1,-1,-1,0,0,1,-1,-1,9.56839306704143
-1,0,0,1,1,1,0,-1,0,1,1.93712215734459
1,-1,1,-1,1,1,1,-1,1,0,3.08523028673425
1,1,0,1,1,1,-1,1,-1,-1,7.8614797342753
-1,0,0,-1,1,1,-1,-1,1,0,-1.0027567127772
-1,0,1,0,1,1,-1,-1,1,-1,3.62643018707195
-1,1,-1,1,0,0,1,0,-1,-1,-3.56950321709278
-1,1,-1,-1,0,-1,1,0,1,0,-3.98270061226592
1,0,1,0,0,0,1,0,0,-1,3.63440862446111
-1,1,-1,-1,1,1,1,0,1,0,3.53367912595967
1,-1,-1,1,1,-1,1,0,1,-1,0.519310150246039
-1,1,0,-1,-1,1,-1,1,0,-1,-4.57396813992292
1,-1,0,0,-1,1,1,-1,1,-1,-2.20764440492512
-1,-1,-1,1,0,-1,-1,0,1,0,-6.9058600656353
-1,0,1,-1,0,1,0,0,1,1,-3.02864817817374
1,0,-1,1,1,0,0,-1,-1,1,3.09917068826599
-1,-1,-1,-1,-1,0,-1,-1,-1,0,-8.7457068610576
-1,1,1,1,0,-1,1,-1,0,0,-5.07658613593913
-1,0,1,-1,-1,-1,-1,1,0,0,-6.83882660902418
1,-1,0,-1,-1,-1,1,0,1,1,-0.610094782596417
-1,0,-1,0,-1,1,1,0,-1,0,-0.735362592755691
-1,1,1,-1,-1,-1,0,1,1,1,-11.6966513312222
-1,-1,-1,-1,1,1,-1,-1,0,0,3.25727563168673
1,-1,-1,-1,-1,1,0,0,-1,0,-2.02491601471028
1,0,1,1,-1,1,-1,-1,1,-1,3.04936208519113
-1,1,1,1,-1,-1,0,-1,-1,0,-8.28054587604846
1,-1,0,0,1,-1,-1,0,-1,-1,-0.588233144241688
-1,-1,1,-1,-1,1,1,0,-1,1,-5.13819988546108
1,0,1,0,-1,-1,1,1,0,-1,3.96101216106807
1,1,1,1,1,1,-1,0,-1,1,7.80092744395419
-1,-1,0,1,-1,-1,-1,0,0,-1,-9.5740836520069
1,1,0,0,-1,1,-1,0,-1,0,6.70831960098177
1,1,-1,0,1,1,0,1,-1,1,4.85343814712668
-1,1,-1,1,0,1,0,0,-1,1,0.768511070650291
1,-1,1,0,0,-1,1,1,1,1,4.19705268352301
-1,1,1,-1,1,1,1,1,-1,0,2.90320924754588
1,1,-1,1,-1,0,1,-1,-1,0,6.7019361902249
1,1,-1,1,1,0,1,0,-1,-1,4.62429968871489
-1,0,1,1,-1,0,0,0,-1,-1,-6.32040415805633
1,0,1,-1,1,-1,0,1,-1,0,2.7808012546032
-1,-1,1,-1,-1,-1,1,-1,1,-1,-7.10686168097466
1,-1,0,-1,1,-1,1,0,1,1,0.0230504505452178
-1,-1,-1,0,0,-1,-1,-1,-1,-1,-6.92802514959949
1,-1,-1,0,-1,-1,-1,1,0,1,-1.14691208786568
1,0,1,1,0,0,-1,-1,1,-1,5.43301560260693
1,0,1,0,1,1,-1,0,1,0,3.82173693396519
1,1,-1,0,-1,0,1,0,0,-1,2.75205307894407
-1,0,0,0,0,0,1,-1,1,-1,-1.70933029462092
-1,-1,1,1,-1,0,-1,-1,1,-1,-7.27013686909795
-1,-1,-1,0,1,1,1,0,0,0,3.99972095865273
1,0,1,1,0,-1,1,1,0,-1,4.62423817175821
1,-1,1,0,1,-1,-1,1,1,1,3.1074284570008
1,1,-1,1,0,-1,1,1,-1,0,4.02293992150108
-1,-1,-1,1,0,-1,1,0,0,1,-3.92885113084458
1,0,1,1,0,-1,0,0,1,0,8.35141638411068
-1,1,0,-1,-1,0,0,-1,0,1,-6.64891176060724
-1,1,-1,0,0,0,1,1,-1,0,-0.0676030199746023
-1,-1,1,-1,1,-1,1,-1,0,1,0.635123641032468
-1,1,-1,1,0,-1,1,0,1,0,-3.74097392927026
1,-1,0,0,1,0,-1,0,0,0,-0.609021162288134
-1,0,0,-1,-1,0,1,-1,1,0,-7.6554350366252
-1,0,1,0,0,1,-1,0,-1,-1,-1.6932708676652
1,0,1,0,1,-1,1,1,-1,1,6.8271541023941
1,1,0,-1,0,0,-1,1,0,1,7.14992707642614
1,-1,1,0,-1,0,0,1,-1,1,-1.21278588725978
1,-1,1,-1,-1,-1,1,0,0,1,3.6338573877386
1,1,-1,-1,1,0,0,0,0,0,1.02191656679898
-1,0,-1,1,1,0,-1,0,-1,1,-0.0253428439152077
-1,0,-1,0,-1,0,-1,1,-1,1,-7.2320669179184
-1,-1,0,-1,0,-1,1,-1,-1,0,-2.9210035945111
1,-1,0,1,0,-1,-1,0,1,1,2.41278377212484
1,1,0,-1,-1,-1,0,1,0,1,4.58337425691482
1,0,-1,1,0,0,-1,-1,0,1,3.21014233246742
1,0,0,0,1,1,-1,-1,-1,0,4.0390966571664
1,-1,1,-1,-1,1,1,1,-1,1,1.25209416515388
-1,1,0,-1,0,0,-1,-1,-1,1,-2.9924612264931
-1,1,1,0,0,-1,0,-1,1,0,-4.00136190125797
1,1,1,0,-1,-1,0,1,1,1,6.55443521891377
-1,-1,-1,0,0,0,1,-1,1,1,-3.4878969698929
1,0,0,1,0,1,1,0,1,-1,3.55309148909632
1,0,-1,1,-1,0,0,1,0,1,3.26921360835485
-1,1,-1,-1,0,0,-1,1,0,0,-2.13813491097635
1,1,0,0,0,1,-1,1,1,0,4.26688052436641
1,-1,0,-1,0,0,0,0,1,1,-3.46502636924838
1,0,-1,1,1,1,-1,1,0,-1,1.28187015450824
-1,0,0,-1,0,0,1,1,0,-1,-2.41166388058451
-1,0,0,1,1,-1,0,1,0,0,-0.319481071957741
-1,0,0,0,-1,-1,0,1,1,-1,-8.42362724648956
-1,-1,-1,1,1,0,1,-1,-1,1,3.82371035394887
1,1,-1,-1,0,-1,-1,0,-1,0,0.849327463088913
1,0,-1,1,0,1,1,1,1,1,0.274365235582487
-1,0,0,0,0,0,1,0,0,-1,-3.95555682537433
-1,0,0,1,0,-1,0,1,-1,-1,-2.57348055412372
1,1,1,-1,1,0,0,0,-1,0,8.859938141931
1,1,-1,0,1,-1,-1,1,1,-1,1.11914554462028
-1,1,-1,1,-1,0,0,0,-1,-1,-4.73424842472411
-1,0,0,-1,1,-1,-1,1,1,-1,-4.04009834936292
-1,-1,0,1,-1,1,1,1,1,0,-2.37157492121542
-1,0,1,-1,0,0,1,-1,-1,1,-0.871183714830429
-1,0,-1,0,-1,0,1,-1,0,0,-4.11653873857669
1,1,0,0,1,-1,0,-1,1,0,5.06399936620766
-1,1,0,0,0,1,-1,1,0,0,-1.59685028548249
-1,0,0,1,1,1,-1,1,1,1,0.420594054324515
1,1,1,-1,1,-1,1,-1,0,1,6.64896023204602
-1,0,1,-1,0,1,1,1,-1,0,1.74488635580689
1,1,1,1,1,0,1,1,1,0,8.83259334121705
-1,-1,-1,-1,-1,0,1,0,0,-1,-5.32091262148638
1,1,0,-1,0,-1,0,1,-1,1,3.5532078669776
-1,1,0,-1,0,-1,1,0,0,0,-5.10875943277297
1,0,-1,0,-1,0,1,0,-1,0,-0.346229034355279
-1,1,1,-1,1,0,1,-1,-1,0,0.459983977224924
1,1,0,1,0,1,0,1,1,1,8.51862766886968
1,1,1,1,0,1,0,-1,0,0,8.22265335432519
1,-1,1,0,-1,-1,0,1,0,0,2.19044999084457
1,1,1,-1,0,-1,-1,-1,-1,-1,8.80255056056234
1,1,0,1,-1,0,0,0,1,1,7.00469804130895
-1,0,0,0,1,1,1,0,0,1,2.7407063431412
-1,-1,-1,-1,1,0,0,1,1,-1,-1.92109484796545
1,1,1,-1,-1,1,0,1,1,-1,7.17595386485078
1,-1,1,-1,1,-1,-1,0,1,-1,2.26312479875419
-1,-1,-1,-1,1,1,-1,0,1,0,2.03679613128566
1,1,1,0,0,-1,1,-1,0,0,8.5624672730921
-1,0,1,0,-1,1,-1,-1,0,1,-3.38563522404098
-1,1,1,1,1,-1,1,0,0,1,-0.00823019567934635
-1,0,0,1,0,-1,1,1,0,-1,-4.42053952177378
-1,0,0,1,-1,0,1,0,-1,1,-5.7440058409543
-1,0,1,1,1,0,0,-1,-1,-1,-2.42356013648229
-1,1,1,1,0,0,-1,0,-1,1,-2.28478769785558
-1,1,1,1,1,-1,1,0,1,0,0.453386972202562
-1,1,0,-1,0,1,0,1,-1,-1,0.96404794092009
-1,0,1,-1,1,1,0,0,1,1,3.37714261850174
-1,0,-1,1,-1,-1,-1,0,-1,-1,-10.3741817777197
1,0,1,1,-1,0,0,0,-1,-1,4.93879555612796
1,1,0,1,-1,1,1,0,0,1,5.75168721942165
1,0,0,-1,1,0,1,-1,-1,-1,2.02047569600787
1,-1,-1,0,0,-1,-1,1,0,-1,-1.52678036252033
-1,0,0,-1,1,1,1,1,0,-1,2.88549392806559
-1,1,1,1,1,-1,-1,0,-1,1,-2.08547852013554
-1,0,0,0,-1,0,-1,0,-1,1,-8.14584056071365
-1,1,-1,1,-1,1,0,-1,0,1,-2.79433112392665
1,1,-1,-1,-1,1,0,1,1,0,1.38236838265453
-1,-1,0,-1,1,0,-1,-1,1,1,-1.48976434222749
-1,0,0,1,0,0,-1,-1,1,0,-4.40654736351971
1,0,1,0,1,-1,-1,0,1,-1,4.28112525478508
-1,0,0,1,-1,1,0,0,1,0,-5.03837564417597
-1,-1,1,0,1,0,1,-1,-1,1,-0.519285930750106
-1,1,1,1,-1,1,-1,0,1,1,-5.19379879049266
-1,-1,0,1,1,1,-1,0,-1,-1,1.88602235477795
-1,-1,-1,0,0,0,0,0,-1,1,-2.9205390680669
1,1,0,-1,0,1,0,-1,1,1,4.52981976525803
1,0,1,-1,0,-1,0,1,0,1,4.14537561679989
1,0,0,1,1,1,-1,-1,-1,1,2.08140974944619
-1,-1,0,1,0,1,-1,-1,-1,1,-1.45299792862976
-1,-1,0,-1,0,1,0,0,1,-1,0.16006171445554
1,1,1,0,-1,1,-1,-1,-1,1,9.31629841461807
-1,0,1,0,1,1,1,1,1,0,2.70962383736887
-1,-1,0,0,-1,-1,1,0,-1,0,-7.74402560396673
1,1,1,0,0,-1,0,-1,1,1,6.77211057647985
1,-1,1,1,1,0,-1,-1,-1,-1,1.50492891384322
1,0,0,-1,1,0,-1,0,0,0,3.18578468853315
1,-1,-1,1,-1,1,1,-1,-1,1,-1.58657687312472
-1,0,0,1,0,-1,-1,1,0,0,-5.33438436303569
-1,-1,0,1,0,1,1,-1,-1,-1,1.45129428877496
1,-1,1,1,0,-1,-1,1,1,1,2.35064778602417
1,0,0,-1,0,0,1,1,-1,-1,3.57915468787838
-1,0,1,1,1,1,-1,-1,-1,-1,0.611252267509053
1,1,1,-1,-1,-1,0,1,1,1,7.40857305829495
1,-1,-1,0,0,1,0,0,-1,-1,-2.49007105440027
-1,0,1,-1,-1,1,0,-1,1,-1,-4.39807552816725
-1,0,1,-1,-1,-1,0,-1,-1,1,-9.33124216215302
1,0,0,1,0,-1,-1,-1,1,0,4.29583010404528
-1,1,0,0,0,0,1,1,0,1,-2.33584337487037
1,-1,-1,1,0,1,1,0,-1,0,-1.51085747003744
1,1,1,-1,0,0,-1,1,-1,1,6.04583968749496
-1,-1,1,1,1,0,-1,1,0,1,0.56176016114686
1,1,-1,1,-1,-1,1,1,-1,-1,3.93092067731506
-1,1,-1,-1,1,-1,-1,-1,1,-1,-3.47581082040527
1,1,-1,0,0,1,-1,0,-1,0,2.17035447552002
-1,0,0,0,0,0,0,1,-1,0,-2.96633437635482
-1,0,0,-1,0,0,1,0,-1,-1,-0.065577755597156
-1,0,0,0,-1,0,-1,0,-1,1,-6.69385024107217
1,0,0,1,1,1,1,-1,1,-1,0.555390333433886
-1,-1,-1,-1,0,-1,1,1,0,1,-4.62666419306853
1,-1,0,0,1,0,0,0,0,1,0.793645607288876
-1,0,1,-1,-1,0,0,1,0,1,-6.25430085576169
-1,1,0,0,-1,0,-1,0,-1,0,-8.76744749547639
1,-1,0,0,0,1,-1,0,-1,-1,-1.14906708870228
1,0,1,-1,-1,0,-1,0,0,0,2.35132136573673
1,1,0,0,-1,0,1,1,-1,1,5.98405294914544
1,0,0,1,0,0,1,-1,-1,-1,5.27892507559932
1,-1,0,1,1,-1,-1,-1,1,-1,0.581003834032776
1,-1,0,0,1,-1,0,-1,-1,-1,0.432158736894518
-1,1,0,-1,0,1,-1,-1,0,-1,-0.536463320449952
1,-1,-1,0,1,0,-1,0,1,0,-2.40499200945513
-1,0,0,1,-1,0,-1,1,1,1,-6.85962103691054
-1,0,-1,-1,-1,1,1,-1,0,1,-4.33030982794673
1,1,-1,1,-1,-1,0,0,1,-1,6.51749487678271
-1,0,-1,0,-1,0,0,0,1,0,-6.64289528126413
-1,1,0,-1,0,1,-1,-1,1,1,0.248861223605043
1,1,1,1,0,1,-1,-1,-1,0,10.9124184446485
1,1,-1,-1,-1,-1,1,1,1,-1,4.75798596124317
1,0,-1,1,1,1,0,0,0,-1,2.31009079328749
1,-1,0,0,1,0,0,1,-1,-1,0.224971425247139
1,-1,0,-1,0,-1,0,1,1,1,1.07715994249077
-1,0,1,-1,1,0,0,-1,-1,0,-0.751522661349311
-1,0,1,-1,1,-1,-1,1,1,-1,-3.64114066206297
-1,0,-1,0,1,0,-1,-1,-1,1,0.535446734979132
1,1,1,-1,-1,1,0,1,-1,1,7.59301386806522
1,1,-1,-1,-1,-1,1,0,1,-1,3.89749771348642
1,0,-1,0,0,0,1,0,1,-1,3.97734650069095
1,0,-1,-1,0,0,-1,-1,1,-1,0.660704755396562
-1,1,0,-1,0,-1,1,0,0,1,-4.07570447458395
-1,0,1,-1,1,1,1,0,0,-1,2.70313277809278
-1,-1,-1,0,1,-1,0,-1,1,1,-2.31935434127018
-1,1,0,-1,1,1,1,1,0,1,3.71808260974987
-1,1,0,-1,1,-1,1,-1,-1,1,-3.64369389754569
1,-1,-1,0,-1,1,1,0,1,-1,-1.67181854249522
-1,1,0,1,0,0,0,1,-1,0,-4.17350621395878
1,-1,0,1,0,1,0,-1,0,1,4.37318082531507
-1,1,-1,0,-1,-1,0,0,1,0,-8.75264332077639
1,-1,-1,1,-1,0,-1,-1,-1,-1,0.368675006418216
1,-1,1,1,0,1,-1,0,1,1,1.41395794539662
1,1,-1,-1,-1,-1,1,-1,0,-1,4.49874395571905
1,-1,0,-1,0,-1,-1,1,1,1,-1.53837236806741
-1,-1,1,-1,1,-1,-1,-1,1,1,-3.08945533109275
-1,-1,0,-1,-1,0,1,-1,0,1,-4.40786041301351
-1,0,1,0,-1,1,-1,0,-1,0,-3.65974212485301
1,1,1,0,1,0,1,-1,1,0,7.46515505907585
1,-1,1,1,-1,-1,1,0,-1,-1,6.24635632609877
1,0,0,-1,1,0,-1,0,0,0,2.43575915585512
-1,0,1,0,1,-1,-1,-1,0,0,-2.32860715713831
-1,1,1,-1,0,-1,-1,1,-1,-1,-6.25752512885019
1,-1,-1,0,0,0,-1,1,1,-1,-1.05920040718158
-1,0,0,-1,1,-1,1,0,0,-1,0.502710133534094
-1,-1,0,-1,-1,1,1,0,0,0,-2.22293561133332
-1,-1,1,1,0,-1,-1,0,-1,0,-7.35581516359414
-1,1,0,-1,0,1,1,1,0,1,-2.57145856555522
